Cache[NODE_1].State,Cache[NODE_1].Data,Cache[NODE_2].State,Cache[NODE_2].Data,Chan1[NODE_1].Cmd,Chan1[NODE_1].Data,Chan1[NODE_2].Cmd,Chan1[NODE_2].Data,Chan2[NODE_1].Cmd,Chan2[NODE_1].Data,Chan2[NODE_2].Cmd,Chan2[NODE_2].Data,Chan3[NODE_1].Cmd,Chan3[NODE_1].Data,Chan3[NODE_2].Cmd,Chan3[NODE_2].Data,InvSet[NODE_1],InvSet[NODE_2],ShrSet[NODE_1],ShrSet[NODE_2],ExGntd,CurCmd,CurPtr,MemData,AuxData
I,Undefined,S,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_1,I,Undefined,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_1,I,Undefined,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,Empty,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_1,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_1,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_1,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_1,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_1,I,Undefined,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_1,I,Undefined,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,Empty,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqS,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqS,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqS,NODE_1,DATA_1,DATA_1
S,DATA_1,S,DATA_1,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqE,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqE,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,true,true,true,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,S,DATA_1,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqS,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqE,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,S,DATA_1,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
S,DATA_1,S,DATA_1,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,true,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,false,true,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqS,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
S,DATA_1,I,Undefined,ReqE,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,false,false,false,true,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqS,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqE,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqS,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqE,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,ReqS,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,false,false,true,false,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_2,false,false,false,true,true,ReqS,NODE_1,DATA_1,DATA_2
S,DATA_1,I,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,false,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
S,DATA_1,I,Undefined,Empty,Undefined,Empty,Undefined,GntS,DATA_1,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,S,DATA_1,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,false,Empty,Undefined,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,I,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,Undefined,Empty,Undefined,false,false,true,false,false,ReqE,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqS,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,ReqE,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,true,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
E,DATA_1,I,Undefined,ReqE,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
E,DATA_2,I,Undefined,Empty,Undefined,ReqE,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,Empty,Undefined,false,false,true,false,true,ReqS,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqS,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,E,DATA_1,ReqE,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Inv,Undefined,Empty,Undefined,Empty,Undefined,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
I,Undefined,I,Undefined,Empty,Undefined,ReqS,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,InvAck,DATA_1,false,false,false,true,true,ReqE,NODE_1,DATA_1,DATA_1
I,Undefined,E,DATA_2,ReqS,Undefined,ReqE,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,Empty,Undefined,false,true,false,true,true,ReqE,NODE_1,DATA_1,DATA_2
